City,Date,lat,lon
Dana Point,8/23/2014,33.4669721,-117.6981075
Merced,8/23/2014,37.3021632,-120.4829677
Ridgecrest,8/23/2014,35.6224561,-117.6708966
Orland,8/23/2014,39.7473803,-122.1963748
Ontario,8/24/2014,34.0633443,-117.6508876
Sacramento,8/24/2014,38.5815719,-121.4943996
Sacramento,8/24/2014,38.5815719,-121.4943996
Atwater,8/24/2014,37.3477174,-120.609084
Santa Barbara,8/25/2014,34.4208305,-119.6981901
Lake Forest,8/25/2014,33.6469661,-117.689218
Long Beach,8/25/2014,33.7700504,-118.1937395
Crestline,8/25/2014,34.2419509,-117.2855993
Corona,8/25/2014,33.8752935,-117.5664384
Mission Viejo,8/25/2014,33.6000232,-117.6719953
Oceanside,8/25/2014,33.1958696,-117.3794834
Murrieta,8/25/2014,33.5539143,-117.2139232
Escondido,8/25/2014,33.1192068,-117.086421
Aliso Viejo,8/25/2014,33.5676842,-117.7256083
Carlsbad,8/25/2014,33.1580933,-117.3505939
San Marcos/Vista,8/25/2014,33.1315886,-117.2246641
Ventura,8/26/2014,34.274646,-119.2290316
Woodland Hills,8/27/2014,34.165357,-118.6089752
Menifee,8/27/2014,33.6971468,-117.185294
Santa Ysabel,8/28/2014,33.1091684,-116.673794
San Francisco,8/28/2014,37.7749295,-122.4194155
Rancho Cucamonga,8/28/2014,34.1063989,-117.5931084
Fontana,8/28/2014,34.0922335,-117.435048
Big Pine,8/28/2014,37.1649307,-118.289546
West Hills,8/28/2014,34.1973122,-118.6439809
Folsom,8/28/2014,38.6779591,-121.1760583
Ocean Beach,8/29/2014,32.7494988,-117.2470353
Apple Valley,8/29/2014,34.5008311,-117.1858759
San Francisco,8/30/2014,37.7749295,-122.4194155
El Cajon,8/30/2014,32.7947731,-116.9625269
San Diego,8/30/2014,32.715738,-117.1610838
Fallbrook,8/30/2014,33.3764196,-117.2511466
Montebello,8/31/2014,34.0165053,-118.1137535
Manteca,8/31/2014,37.7974273,-121.2160526
El Cajon,8/31/2014,32.7947731,-116.9625269
Glendale,9/4/2014,34.1425078,-118.255075
San Jose,9/6/2014,37.3382082,-121.8863286
Pleasanton,9/6/2014,37.6624312,-121.8746789
Santa Rosa,9/6/2014,38.440429,-122.7140548
Redlands,9/7/2014,34.0555693,-117.1825381
Corona,9/7/2014,33.8752935,-117.5664384
Big Sur,9/9/2014,36.2704212,-121.807976
Hollywood (near; in the valley off Hwy. 101),9/9/2014,36.778261,-119.4179324
Reseda,9/9/2014,34.2011141,-118.5360517
Imperial Beach,9/10/2014,32.5839444,-117.1130849
Manteca,9/10/2014,37.7974273,-121.2160526
Three Rivers,9/10/2014,36.4388364,-118.9045445
Altadena,9/11/2014,34.190162,-118.1313188
Reseda,9/11/2014,34.2011141,-118.5360517
San Bernardino,9/11/2014,34.1083449,-117.2897652
Martinez,9/11/2014,38.0193657,-122.1341321
La Mesa,9/11/2014,32.7678287,-117.0230839
Riverside,9/12/2014,33.9533487,-117.3961564
Clovis,9/12/2014,36.8252277,-119.7029194
Moreno Valley,9/12/2014,33.9424658,-117.2296717
Huntington Beach,9/12/2014,33.660297,-117.9992265
Bakersfield,9/12/2014,35.3732921,-119.0187125
Visalia,9/12/2014,36.3302284,-119.2920585
Paso Robles,9/12/2014,35.6368759,-120.6545022
Red Bluff,9/12/2014,40.1784886,-122.2358302
Novato,9/12/2014,38.1074198,-122.5697032
Rough and Ready,9/12/2014,39.2301507,-121.136075
Westwood,9/12/2014,34.0635016,-118.4455164
Visalia,9/12/2014,36.3302284,-119.2920585
Cathedral City,9/12/2014,33.7805388,-116.4668036
Trinidad,9/12/2014,41.059291,-124.1431246
Santa Barbara,9/12/2014,34.4208305,-119.6981901
Carlsbad,9/12/2014,33.1580933,-117.3505939
Mission Viejo,9/13/2014,33.6000232,-117.6719953
El Cajon,9/13/2014,32.7947731,-116.9625269
Saugus,9/13/2014,34.4113854,-118.5400858
Anaheim,9/13/2014,33.8352932,-117.9145036
Dana Point,9/13/2014,33.4669721,-117.6981075
Azusa (East Fork),9/14/2014,34.2396149,-117.8211778
Cerritos,9/15/2014,33.8583483,-118.0647871
Mount Shasta,9/15/2014,41.3098746,-122.3105666
Crescent City,9/15/2014,41.7557501,-124.2025913
Escondido,9/16/2014,33.1192068,-117.086421
Anaheim,9/16/2014,33.8352932,-117.9145036
Fairfield,9/17/2014,38.2493581,-122.0399663
San Jose,9/17/2014,37.3382082,-121.8863286
Gustine,9/19/2014,37.2577171,-120.9988154
Gustine,9/19/2014,37.2577171,-120.9988154
Los Banos,9/19/2014,37.0582786,-120.8499151
Newman,9/19/2014,37.3138267,-121.0207614
Montebello,9/19/2014,34.0165053,-118.1137535
Anaheim,9/19/2014,33.8352932,-117.9145036
Corte Madera,9/21/2014,37.9254806,-122.5274755
Moorpark,9/22/2014,34.285558,-118.8820414
Stockton,9/23/2014,37.9577016,-121.2907796
Aptos,9/23/2014,36.9771729,-121.8994016
Boulder Creek,9/24/2014,37.1260578,-122.1221869
Sylmar,9/25/2014,34.3058279,-118.4571974
Rio Del Mar,9/26/2014,36.9597903,-121.8847222
San Diego,9/27/2014,32.715738,-117.1610838
Hollister,9/27/2014,36.8524545,-121.4016021
Hollister,9/27/2014,36.8524545,-121.4016021
Sherman Oaks,9/27/2014,34.1489719,-118.451357
Eastvale,9/28/2014,33.952463,-117.5848025
Atascadero,9/28/2014,35.4894169,-120.6707255
Oakley,9/29/2014,37.9974219,-121.7124536
Weed,9/29/2014,41.4226498,-122.3861269
San Jose,10/1/2014,37.3382082,-121.8863286
Mariposa,10/2/2014,37.4849377,-119.9662843
Pomona,10/2/2014,34.055103,-117.7499909
Sacramento,10/2/2014,38.5815719,-121.4943996
Sacramento,10/2/2014,38.5815719,-121.4943996
Stanford,10/2/2014,37.424106,-122.1660756
Cathedral City,10/3/2014,33.7805388,-116.4668036
Long Beach,10/3/2014,33.7700504,-118.1937395
Berry Creek,10/3/2014,39.6451637,-121.4032995
San Jacinto,10/4/2014,33.7839084,-116.958635
Lancaster,10/4/2014,34.6867846,-118.1541632
Fresno,10/5/2014,36.7468422,-119.7725868
Fresno,10/5/2014,36.7468422,-119.7725868
Pomona,10/5/2014,34.055103,-117.7499909
Woodland Hills/Topaga,10/5/2014,34.165357,-118.6089752
Pine Mountain Club,10/5/2014,34.8462176,-119.1560394
San Jose,10/5/2014,37.3382082,-121.8863286
Hollywood,10/7/2014,34.0928092,-118.3286614
Oakland,10/7/2014,37.8043637,-122.2711137
West Los Angeles,10/8/2014,34.0412085,-118.442596
Windsor,10/8/2014,38.5471327,-122.8163802
Temple City/Arcadia,10/8/2014,34.1210039,-118.0637413
Madera,10/8/2014,36.9613356,-120.0607176
Susanville,10/8/2014,40.4162842,-120.6530063
San Francisco,10/8/2014,37.7749295,-122.4194155
Fremont,10/9/2014,37.5482697,-121.9885719
Clovis,10/9/2014,36.8252277,-119.7029194
Huntington Beach,10/9/2014,33.660297,-117.9992265
Fresno,10/10/2014,36.7468422,-119.7725868
Santa Barbara,10/10/2014,34.4208305,-119.6981901
San Anselmo,10/10/2014,37.9746458,-122.5616448
Los Angeles,10/11/2014,34.0522342,-118.2436849
Culver City,10/12/2014,34.0211224,-118.3964665
San Jose,10/13/2014,37.3382082,-121.8863286
Anderson,10/13/2014,40.448208,-122.2977815
Palm Desert,10/13/2014,33.7222445,-116.3744556
Cathedral City,10/14/2014,33.7805388,-116.4668036
El Segundo,10/15/2014,33.9191799,-118.4164652
Salinas,10/15/2014,36.6777372,-121.6555013
Daly City,10/15/2014,37.6879241,-122.4702079
Placerville,10/16/2014,38.7296252,-120.798546
Buena Park,10/16/2014,33.8675143,-117.9981181
Baldwin Park,10/17/2014,34.0852868,-117.9608978
Thousand Oaks,10/17/2014,34.1705609,-118.8375937
San Anselmo,10/17/2014,37.9746458,-122.5616448
Fresno County,10/18/2014,36.9858984,-119.2320784
San Francisco/Daly City,10/18/2014,37.6879241,-122.4702079
fort bragg,10/19/2014,39.445723,-123.8052935
Pomona,10/19/2014,34.055103,-117.7499909
Santee,10/19/2014,32.8383828,-116.9739167
Escondido,10/19/2014,33.1192068,-117.086421
Tarzana,10/20/2014,34.1494848,-118.5506158
Chico,10/21/2014,39.7284944,-121.8374777
Antioch,10/21/2014,38.0049214,-121.805789
Sacramento,10/22/2014,38.5815719,-121.4943996
San Diego,10/23/2014,32.715738,-117.1610838
La Habra,10/23/2014,33.9319578,-117.9461734
Cardiff by the Sea,10/24/2014,33.0208265,-117.2788973
Moreno Valley,10/25/2014,33.9424658,-117.2296717
Hollister,10/25/2014,36.8524545,-121.4016021
Apple Valley,10/25/2014,34.5008311,-117.1858759
Fresno,10/25/2014,36.7468422,-119.7725868
San Jose,10/26/2014,37.3382082,-121.8863286
Lancaster,10/28/2014,34.6867846,-118.1541632
Sacramento,10/29/2014,38.5815719,-121.4943996
Oceanside,10/29/2014,33.1958696,-117.3794834
Los Angeles,10/30/2014,34.0522342,-118.2436849
Brawley,10/30/2014,32.9786566,-115.530267
Escalon,10/31/2014,37.7974273,-120.9966033
San Diego,11/1/2014,32.715738,-117.1610838
Simi Valley,11/1/2014,34.2694474,-118.781482
Venice,11/2/2014,33.9850469,-118.4694832
Oakland,11/2/2014,37.8043637,-122.2711137
Oxnard,11/3/2014,34.1975048,-119.1770516
Canyon Lake,11/3/2014,33.6850215,-117.2730931
Tarzana,11/4/2014,34.1494848,-118.5506158
Rohnert Park,11/4/2014,38.3396367,-122.7010984
Anderson,11/5/2014,40.448208,-122.2977815
Chino Hills,11/5/2014,33.9898188,-117.7325848
Needles,11/6/2014,34.8480597,-114.6141315
Irvine,11/7/2014,33.6839473,-117.7946942
Capitola,11/8/2014,36.9752283,-121.953293
La Quinta,11/8/2014,33.6633573,-116.3100095
Madera,11/10/2014,36.9613356,-120.0607176
Anaheim,11/10/2014,33.8352932,-117.9145036
Norwalk,11/13/2014,33.9022367,-118.081733
Pico Rivera,11/13/2014,33.9830688,-118.096735
Menifee,11/13/2014,33.6971468,-117.185294
Fairfield,11/14/2014,38.2493581,-122.0399663
San Mateo,11/14/2014,37.5629917,-122.3255254
Vallejo,11/14/2014,38.1040864,-122.2566367
Folsom,11/14/2014,38.6779591,-121.1760583
San Luis Obispo,11/15/2014,35.2827524,-120.6596156
Santee,11/15/2014,32.8383828,-116.9739167
Oxnard,11/15/2014,34.1975048,-119.1770516
La Puente,11/15/2014,34.0200114,-117.9495083
North Sacramento,11/16/2014,38.636514,-121.4798948
Stockton,11/16/2014,37.9577016,-121.2907796
Los Alamitos,11/18/2014,33.8030716,-118.0725641
El Cerrito,11/18/2014,37.9161326,-122.310765
Grover Beach,11/19/2014,35.1216424,-120.6212821
Rancho Bernardo,11/19/2014,33.0335773,-117.0805825
Duarte,11/19/2014,34.1394513,-117.9772873
Woodlake,11/19/2014,36.4135605,-119.0987176
Salinas,11/20/2014,36.6777372,-121.6555013
Torrance,11/20/2014,33.8358492,-118.3406288
Roseville,11/21/2014,38.7521235,-121.2880059
Hidden Valley,11/21/2014,34.1459,-118.92794
Rancho Santa Margarita,11/22/2014,33.640855,-117.603104
Orange,11/22/2014,33.7877944,-117.8531119
Play Vista/Marina del Rey,11/23/2014,33.9719826,-118.4265872
Hinkley,11/23/2014,34.9344769,-117.1993469
Santa Maria,11/23/2014,34.9530337,-120.4357191
Riverside,11/23/2014,33.9533487,-117.3961564
Rohnert Park,11/24/2014,38.3396367,-122.7010984
Los Angeles,11/24/2014,34.0522342,-118.2436849
Lancaster,11/26/2014,34.6867846,-118.1541632
San Diego,11/26/2014,32.715738,-117.1610838
Potter Valley,11/27/2014,39.3221089,-123.113059
Glendale,11/27/2014,34.1425078,-118.255075
Santa Barbara,11/27/2014,34.4208305,-119.6981901
Sonoma,11/27/2014,38.291859,-122.4580356
Lennox,11/27/2014,33.9380695,-118.3525752
Oxnard,11/27/2014,34.1975048,-119.1770516
Santa Barbara County,11/27/2014,34.4208321,-119.6982057
San Diego,11/30/2014,32.715738,-117.1610838
Westchester,12/4/2014,33.9625905,-118.3987842
Spring Valley,12/4/2014,32.744774,-116.998916
Santa Rosa,12/7/2014,38.440429,-122.7140548
Los Gatos,12/7/2014,37.2358078,-121.9623751
Montclair,12/7/2014,34.0775104,-117.6897776
Simi Valley,12/7/2014,34.2694474,-118.781482
Palmdale,12/7/2014,34.5794343,-118.1164613
Mission Viejo (headed towards),12/8/2014,36.778261,-119.4179324
Mission Viejo,12/9/2014,33.6000232,-117.6719953
Yucaipa,12/10/2014,34.033625,-117.0430865
National City (Palm Ave.),12/10/2014,32.67868,-117.089867
National City,12/10/2014,32.6781085,-117.0991967
Los Angeles,12/12/2014,34.0522342,-118.2436849
South Lake Tahoe,12/12/2014,38.939926,-119.9771868
Anaheim,12/12/2014,33.8352932,-117.9145036
San Fernando Valley,12/12/2014,34.1825782,-118.4396756
Summerland,12/12/2014,34.4213845,-119.5965173
Riverside,12/12/2014,33.9533487,-117.3961564
Lakewood,12/12/2014,33.8536269,-118.1339563
Los Angeles,12/12/2014,34.0522342,-118.2436849
Redondo Beach,12/12/2014,33.8491816,-118.3884078
Sherman Oaks,12/12/2014,34.1489719,-118.451357
Palm springs,12/12/2014,33.8302961,-116.5452921
El Cajon,12/13/2014,32.7947731,-116.9625269
Hemet,12/13/2014,33.7475203,-116.9719684
Orange County (in southern part),12/13/2014,33.8254642,-117.8595652
Rancho Cucamonga,12/14/2014,34.1063989,-117.5931084
Vista,12/17/2014,33.2000368,-117.2425355
Lakeport,12/18/2014,39.0429506,-122.9158293
Ventura,12/20/2014,34.274646,-119.2290316
Manteca,12/20/2014,37.7974273,-121.2160526
Westminster,12/20/2014,33.7513419,-117.9939921
Visalia,12/21/2014,36.3302284,-119.2920585
Tracy,12/21/2014,37.7396513,-121.4252227
San Gabriel,12/21/2014,34.0961111,-118.1058333
Burbank,12/22/2014,34.1808392,-118.3089661
Rancho Cordova,12/22/2014,38.5890723,-121.302728
Fresno,12/22/2014,36.7468422,-119.7725868
Rancho Cordova,12/23/2014,38.5890723,-121.302728
West Sacramento,12/23/2014,38.5804609,-121.530234
Roseville,12/24/2014,38.7521235,-121.2880059
North Hollywood,12/24/2014,34.187044,-118.3812562
Irvine,12/24/2014,33.6839473,-117.7946942
Vista,12/24/2014,33.2000368,-117.2425355
Nipomo,12/24/2014,35.0427547,-120.4759986
Vista,12/25/2014,33.2000368,-117.2425355
Hollister,12/25/2014,36.8524545,-121.4016021
Glendora,12/25/2014,34.1361187,-117.865339
Fairfield,12/25/2014,38.2493581,-122.0399663
Los Angeles (Westlake Village),12/25/2014,34.1466467,-118.8073729
Templeton,12/26/2014,35.5496939,-120.7060049
Palmdale,12/26/2014,34.5794343,-118.1164613
Cambria,12/26/2014,35.5641381,-121.0807468
Los Angeles,12/26/2014,34.0522342,-118.2436849
Lancaster,12/26/2014,34.6867846,-118.1541632
La Canada,12/27/2014,34.2068182,-118.2000277
Bonsall,12/28/2014,33.2889226,-117.2255903
Menifee,12/28/2014,33.6971468,-117.185294
Culver City,12/28/2014,34.0211224,-118.3964665
San Luis Obispo,12/29/2014,35.2827524,-120.6596156
Wilmington,12/29/2014,33.7857948,-118.2643567
Tustin,12/29/2014,33.7458511,-117.826166
Anaheim,12/30/2014,33.8352932,-117.9145036
Rancho Cucamonga,12/30/2014,34.1063989,-117.5931084
Temecula,12/31/2014,33.4936391,-117.1483648
Shasta Lake,12/31/2014,40.6804279,-122.3708419
Cayucos,12/31/2014,35.4427511,-120.8921254
Redlands,1/1/2015,34.0555693,-117.1825381
La Puente,1/1/2015,34.0200114,-117.9495083
Watsonville,1/1/2015,36.910231,-121.7568946
Rio Dell,1/1/2015,40.4993013,-124.1064369
Whittier,1/1/2015,33.9791793,-118.032844
Quincy,1/1/2015,39.9368363,-120.9471764
San Jose,1/1/2015,37.3382082,-121.8863286
Oakland,1/1/2015,37.8043637,-122.2711137
Oakland,1/1/2015,37.8043637,-122.2711137
Victorville,1/1/2015,34.5362184,-117.2927641
Pacific Grove,1/1/2015,36.6177374,-121.9166215
Woodland,1/2/2015,38.6785157,-121.7732971
San Rafael,1/3/2015,37.9735346,-122.5310874
Torrance,1/3/2015,33.8358492,-118.3406288
Fort Bragg,1/3/2015,39.445723,-123.8052935
Fort Bragg,1/3/2015,39.445723,-123.8052935
Sherman Oaks,1/4/2015,34.1489719,-118.451357
Highland,1/5/2015,34.1283442,-117.2086513
Arcadia,1/6/2015,34.1397292,-118.0353449
Watsonville,1/6/2015,36.910231,-121.7568946
Buena Park,1/6/2015,33.8675143,-117.9981181
Folsom,1/7/2015,38.6779591,-121.1760583
Montara,1/7/2015,37.5421617,-122.5160892
San Pedro,1/7/2015,33.7360619,-118.2922461
Montara,1/7/2015,37.5421617,-122.5160892
Carlsbad,1/7/2015,33.1580933,-117.3505939
Oakland,1/8/2015,37.8043637,-122.2711137
Sonora,1/8/2015,37.9829496,-120.3821724
Visalia,1/8/2015,36.3302284,-119.2920585
Seal Beach,1/9/2015,33.7414064,-118.1047866
Diamond Bar,1/9/2015,34.0286226,-117.8103367
East Los Angeles,1/11/2015,34.0224417,-118.1669736
Anderson,1/12/2015,40.448208,-122.2977815
Rancho Cucamonga,1/12/2015,34.1063989,-117.5931084
Newport Beach,1/13/2015,33.6189101,-117.9289469
Roseville,1/13/2015,38.7521235,-121.2880059
Whittier,1/15/2015,33.9791793,-118.032844
Sacramento,1/15/2015,38.5815719,-121.4943996
Indio,1/16/2015,33.7205771,-116.2155619
Costa Mesa,1/17/2015,33.6411316,-117.9186689
Baldwin Park,1/18/2015,34.0852868,-117.9608978
Yucaipa,1/19/2015,34.033625,-117.0430865
Simi Valley,1/20/2015,34.2694474,-118.781482
Lompoc,1/21/2015,34.6391501,-120.4579409
Santa Rosa,1/21/2015,38.440429,-122.7140548
Los Angeles,1/22/2015,34.0522342,-118.2436849
Phelan,1/23/2015,34.426288,-117.5725628
Los Angeles,1/25/2015,34.0522342,-118.2436849
Fresno,1/27/2015,36.7468422,-119.7725868
Lakeport,1/27/2015,39.0429506,-122.9158293
Folsom,1/28/2015,38.6779591,-121.1760583
Malibu,1/29/2015,34.0259216,-118.7797571
Fremont,1/29/2015,37.5482697,-121.9885719
Pacific Grove,1/29/2015,36.6177374,-121.9166215
Oakland,1/30/2015,37.8043637,-122.2711137
Modesto,1/30/2015,37.6390972,-120.9968782
Corte Madera,1/30/2015,37.9254806,-122.5274755
Fairfield,1/31/2015,38.2493581,-122.0399663
Lincoln,1/31/2015,38.891565,-121.2930079
Lancaster,1/31/2015,34.6867846,-118.1541632
West Covina,2/1/2015,34.0686208,-117.9389526
San Jose,2/1/2015,37.3382082,-121.8863286
Encinitas Carlsbad,2/1/2015,33.0848751,-117.3109746
San Jose,2/1/2015,37.3382082,-121.8863286
Solromar,2/2/2015,34.0500078,-118.9537079
Anderson,2/3/2015,40.448208,-122.2977815
Lynwood,2/3/2015,33.930293,-118.2114603
Costa Mesa,2/3/2015,33.6411316,-117.9186689
San Jose,2/3/2015,37.3382082,-121.8863286
Santa Barbara,2/5/2015,34.4208305,-119.6981901
Santa Ana,2/5/2015,33.7455731,-117.8678338
Encino,2/5/2015,34.1517492,-118.5214282
Perris,2/5/2015,33.7825194,-117.2286478
San Diego,2/6/2015,32.715738,-117.1610838
Lake Elsinore,2/6/2015,33.6680772,-117.3272615
Cerritos,2/6/2015,33.8583483,-118.0647871
Novato,2/7/2015,38.1074198,-122.5697032
Antioch,2/7/2015,38.0049214,-121.805789
Marina del Rey,2/8/2015,33.9802893,-118.4517449
Fresno,2/8/2015,36.7468422,-119.7725868
Fortuna,2/10/2015,40.5981867,-124.1572756
Santa Clarita,2/11/2015,34.3916641,-118.542586
Oroville,2/12/2015,39.5137752,-121.556359
Eastvale,2/15/2015,33.952463,-117.5848025
Murrietta,2/15/2015,33.5539143,-117.2139232
Sacramento,2/15/2015,38.5815719,-121.4943996
Jackson,2/15/2015,38.3488023,-120.7741018
Marina del Rey,2/15/2015,33.9802893,-118.4517449
Mt. Shasta (above),2/16/2015,36.778261,-119.4179324
Truckee/Cisco Grove,2/17/2015,39.3075168,-120.545738
Benicia,2/20/2015,38.049365,-122.1585777
Seal Beach,2/20/2015,33.7414064,-118.1047866
Fontana,2/23/2015,34.0922335,-117.435048
Blocksburg,2/23/2015,40.2759769,-123.6364206
Modesto,2/23/2015,37.6390972,-120.9968782
Berkeley,2/24/2015,37.8715926,-122.272747
Manhattan Beach,2/25/2015,33.8847361,-118.4109089
San Jose,2/26/2015,37.3382082,-121.8863286
Rancho Cucamonga,2/26/2015,34.1063989,-117.5931084
Anaheim,2/26/2015,33.8352932,-117.9145036
Hemet,2/28/2015,33.7475203,-116.9719684
Madera,3/1/2015,36.9613356,-120.0607176
Vista,3/2/2015,33.2000368,-117.2425355
Long Beach,3/4/2015,33.7700504,-118.1937395
Loma Linda,3/5/2015,34.0483474,-117.2611527
San Ramon,3/5/2015,37.7799273,-121.9780153
Benicia,3/5/2015,38.049365,-122.1585777
Somis,3/7/2015,34.2637508,-118.9946323
Roseville,3/7/2015,38.7521235,-121.2880059
Tehachapi,3/7/2015,35.1321877,-118.4489739
Temecula,3/8/2015,33.4936391,-117.1483648
San Francisco,3/8/2015,37.7749295,-122.4194155
Huntington Beach,3/9/2015,33.660297,-117.9992265
Turlock,3/9/2015,37.4946568,-120.8465941
Willows,3/9/2015,39.5243265,-122.1935931
Los Angeles,3/10/2015,34.0522342,-118.2436849
Madera Ranchos,3/10/2015,36.9310591,-119.8815418
Desert Hot Springs,3/10/2015,33.961124,-116.5016784
Burbank,3/12/2015,34.1808392,-118.3089661
San Jose,3/12/2015,37.3382082,-121.8863286
San Jose,3/12/2015,37.3382082,-121.8863286
Carlsbad,3/12/2015,33.1580933,-117.3505939
Maywood,3/14/2015,33.9866807,-118.185349
Truckee,3/15/2015,39.327962,-120.1832533
Westport,3/15/2015,39.6357155,-123.783075
Chico,3/17/2015,39.7284944,-121.8374777
Glendale,3/18/2015,34.1425078,-118.255075
Redwood City,3/18/2015,37.4852152,-122.2363548
Van Nuys,3/19/2015,34.1898566,-118.451357
Merced,3/19/2015,37.3021632,-120.4829677
Long Beach,3/20/2015,33.7700504,-118.1937395
Petaluma,3/20/2015,38.232417,-122.6366524
Roseville,3/20/2015,38.7521235,-121.2880059
Riverbank,3/20/2015,37.7360396,-120.9354895
Fairfield,3/21/2015,38.2493581,-122.0399663
Sacramento,3/21/2015,38.5815719,-121.4943996
Ladera Ranch,3/22/2015,33.550735,-117.6411717
San Jose,3/26/2015,37.3382082,-121.8863286
Huntington Beach,3/26/2015,33.660297,-117.9992265
Valley Springs,3/27/2015,38.1915856,-120.8291033
Santa Maria,3/27/2015,34.9530337,-120.4357191
Highland Park,3/28/2015,39.1846169,-121.0277253
San Francisco,3/28/2015,37.7749295,-122.4194155
Cottonwood,3/29/2015,40.3857087,-122.2808356
Chula Vista,3/30/2015,32.6400541,-117.0841955
Sacramento,4/1/2015,38.5815719,-121.4943996
Yountville,4/3/2015,38.4015781,-122.3608105
Los Banos,4/3/2015,37.0582786,-120.8499151
Salinas,4/4/2015,36.6777372,-121.6555013
Malibu,4/4/2015,34.0259216,-118.7797571
Rancho Mirage,4/4/2015,33.739744,-116.41279
Santa Rosa,4/5/2015,38.440429,-122.7140548
Sunnyvale,4/5/2015,37.36883,-122.0363496
San Diego,4/6/2015,32.715738,-117.1610838
South Los Angeles,4/7/2015,33.9891116,-118.2914872
Palm Springs,4/8/2015,33.8302961,-116.5452921
Oxnard,4/11/2015,34.1975048,-119.1770516
Laguna beach,4/11/2015,33.5422475,-117.7831104
Fort Bragg,4/11/2015,39.445723,-123.8052935
Hayward,4/11/2015,37.6688205,-122.0807964
Emeryville,4/12/2015,37.831316,-122.2852473
Sherman Oaks,4/12/2015,34.1489719,-118.451357
Caribou,4/14/2015,40.0804428,-121.1577397
La Jolla,4/16/2015,32.8328112,-117.2712717
Corona,4/16/2015,33.8752935,-117.5664384
Corona,4/16/2015,33.8752935,-117.5664384
Ocala,4/18/2015,37.3412547,-121.8149793
Downey,4/18/2015,33.9401088,-118.1331593
Anaheim,4/20/2015,33.8352932,-117.9145036
Kelseyville,4/22/2015,38.9779531,-122.8394375
Kelseyville,4/22/2015,38.9779531,-122.8394375
Black Rock Campgroud Joshua tree,4/25/2015,34.134728,-116.3130661
Berkeley (above),4/26/2015,36.778261,-119.4179324
Benicia,4/27/2015,38.049365,-122.1585777
Sacramento,4/27/2015,38.5815719,-121.4943996
Marina Del Rey,4/29/2015,33.9802893,-118.4517449
Martinez,4/30/2015,38.0193657,-122.1341321
Anaheim,5/1/2015,33.8352932,-117.9145036
San Fernando Valley,5/2/2015,34.1825782,-118.4396756
Del Rosa/San Bernardino,5/2/2015,34.1636336,-117.2529145
Sunnyvale,5/6/2015,37.36883,-122.0363496
Walnut Creek,5/6/2015,37.9100783,-122.0651819
Santa Rosa,5/6/2015,38.440429,-122.7140548
Stockton,5/8/2015,37.9577016,-121.2907796
Desert Hot Springs,5/10/2015,33.961124,-116.5016784
Fresno,5/10/2015,36.7468422,-119.7725868
Los Angeles,5/10/2015,34.0522342,-118.2436849
Hesperia,5/10/2015,34.4263886,-117.3008784
San Bernardino/Highland,5/11/2015,34.1283442,-117.2086513
San Bernardino,5/11/2015,34.1083449,-117.2897652
San Bernardino,5/11/2015,34.1083449,-117.2897652
Clearlake,5/13/2015,38.9582307,-122.6263728
San Fernando Valley,5/17/2015,34.1825782,-118.4396756
Napa,5/18/2015,38.2975381,-122.286865
Reedley,5/18/2015,36.5963395,-119.4504029
Temecula,5/20/2015,33.4936391,-117.1483648
Santa Ana,5/21/2015,33.7455731,-117.8678338
Oxnard,5/23/2015,34.1975048,-119.1770516
Antioch,5/23/2015,38.0049214,-121.805789
San Rafael,5/24/2015,37.9735346,-122.5310874
Visalia,5/24/2015,36.3302284,-119.2920585
Visalia,5/24/2015,36.3302284,-119.2920585
Rohnert Park,5/25/2015,38.3396367,-122.7010984
West Sonoma County,5/25/2015,38.5779555,-122.9888319
Glendale,5/26/2015,34.1425078,-118.255075
Rohnert park,5/29/2015,38.3396367,-122.7010984
Big Bear Lake,5/29/2015,34.2438963,-116.9114215
Santa Rosa,5/29/2015,38.440429,-122.7140548
Geyserville,5/29/2015,38.7074755,-122.9027647
Galt,5/30/2015,38.2546373,-121.2999485
Vacaville,5/30/2015,38.3565773,-121.9877444
Orland,5/30/2015,39.7473803,-122.1963748
Santa Rosa,6/4/2015,38.440429,-122.7140548
Anaheim,6/4/2015,33.8352932,-117.9145036
Cobb,6/5/2015,38.8334625,-122.720961
Santa Barbara,6/6/2015,34.4208305,-119.6981901
Avenal,6/7/2015,36.0041223,-120.1290272
Tehachapi,6/7/2015,35.1321877,-118.4489739
La Canada Flintridge,6/7/2015,34.2068182,-118.2000277
Berkeley (above),6/7/2015,36.778261,-119.4179324
Galt,6/11/2015,38.2546373,-121.2999485
Beaumont,6/12/2015,33.9294606,-116.977248
Reno,6/14/2015,39.5296329,-119.8138027
San Jose,6/15/2015,37.3382082,-121.8863286
Bakersfield,6/17/2015,35.3732921,-119.0187125
Bakersfield,6/17/2015,35.3732921,-119.0187125
San Diego,6/18/2015,32.715738,-117.1610838
Windsor,6/19/2015,38.5471327,-122.8163802
La Mirada,6/21/2015,33.9172357,-118.0120086
Los Angeles,6/21/2015,34.0522342,-118.2436849
Santa Rosa,6/22/2015,38.440429,-122.7140548
Long Beach,6/22/2015,33.7700504,-118.1937395
Long Beach,6/22/2015,33.7700504,-118.1937395
Hanford,6/23/2015,36.3274502,-119.6456844
Livermore,6/24/2015,37.6818745,-121.7680088
Catalina Island,6/26/2015,33.3878856,-118.4163103
Discovery Bay,6/26/2015,37.9085357,-121.6002291
